car_park_slug,car_park_name,txn_ref,vrm,arrival,departure,transaction_time,stay_minutes,payment_type,card_scheme,net_charge,discount_code,product_id,discounted_net,vat_rate,vat_amount,amount_paid,psp,acquirer,psp_reference
riverside-retail,Riverside Retail Park,VP-20250315-85478980,HS38 FVT,15/03/2025 15:01,15/03/2025 16:45,15/03/2025 16:40,104,DEBIT_CARD,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250304-03836698
riverside-retail,Riverside Retail Park,VP-20250315-56175445,AT73 WDA,15/03/2025 12:25,15/03/2025 17:23,15/03/2025 17:21,298,Credit_Card,VISA,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250329-83541683
riverside-retail,Riverside Retail Park,VP-20250315-49786226,RX12 CPF,15/03/2025 17:06,15/03/2025 18:54,15/03/2025 18:51,108,APP,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250303-65357368
riverside-retail,Riverside Retail Park,VP-20250315-85578371,DU58 VGU,15/03/2025 15:07,15/03/2025 20:19,15/03/2025 20:14,312,CONTACTLESS,VISA,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250306-56983318
riverside-retail,Riverside Retail Park,VP-20250315-07202097,CJ62 DJP,15/03/2025 16:30,15/03/2025 18:13,15/03/2025 18:10,103,debit_card,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250318-59733719
riverside-retail,Riverside Retail Park,VP-20250315-27222639,GB01 WMX,15/03/2025 08:40,15/03/2025 10:03,15/03/2025 10:01,83,DEBIT_CARD,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250329-23181171
riverside-retail,Riverside Retail Park,VP-20250315-25204309,CU92 SJR,15/03/2025 19:54,15/03/2025 22:01,15/03/2025 21:59,127,DEBIT_CARD,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250329-60483974
riverside-retail,Riverside Retail Park,VP-20250315-64805543,UJ40 WEV,15/03/2025 11:56,15/03/2025 12:45,15/03/2025 12:44,49,Debit_Card,MASTERCARD,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250331-67925497
riverside-retail,Riverside Retail Park,VP-20250315-33996776,RJ05 BAH,15/03/2025 20:15,15/03/2025 23:10,15/03/2025 23:07,175,debit_card,MASTERCARD,5.0,VALID-CODE,PROD-VC-004,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250317-07751272
riverside-retail,Riverside Retail Park,VP-20250315-54553932,AV05 DGS,15/03/2025 17:25,15/03/2025 21:40,15/03/2025 21:35,255,CONTACTLESS,MASTERCARD,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250306-57173117
riverside-retail,Riverside Retail Park,VP-20250315-07526878,DU26 UMW,15/03/2025 11:14,15/03/2025 11:29,15/03/2025 11:28,15,Contactless,AMEX,2.08,,,2.08,0.2,0.42,2.5,ADVAM,AMEX,ADVAM-20250318-69530012
riverside-retail,Riverside Retail Park,VP-20250315-30871939,VR30 WWT,15/03/2025 16:18,15/03/2025 16:49,15/03/2025 16:48,31,CONTACTLESS,AMEX,2.08,,,2.08,0.2,0.42,2.5,ADVAM,AMEX,ADVAM-20250308-99922006
riverside-retail,Riverside Retail Park,VP-20250315-57862385,TS10 CGB,15/03/2025 13:07,15/03/2025 13:22,15/03/2025 13:17,15,App,AMEX,2.08,,,2.08,0.2,0.42,2.5,ADVAM,AMEX,ADVAM-20250303-90745711
riverside-retail,Riverside Retail Park,VP-20250315-12553086,CD58 RDN,15/03/2025 15:39,15/03/2025 16:33,15/03/2025 16:29,54,Debit_Card,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250302-75869621
riverside-retail,Riverside Retail Park,VP-20250315-47790750,GT54 VYD,15/03/2025 15:45,15/03/2025 17:37,15/03/2025 17:36,112,CREDIT_CARD,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250304-03678366
riverside-retail,Riverside Retail Park,VP-20250315-64996077,MM59 JYL,15/03/2025 18:40,15/03/2025 20:46,15/03/2025 20:44,126,debit_card,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250301-68168380
riverside-retail,Riverside Retail Park,VP-20250315-01978242,PX38 ULX,15/03/2025 12:27,15/03/2025 16:02,15/03/2025 15:57,215,debit_card,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250313-86886745
riverside-retail,Riverside Retail Park,VP-20250315-27156877,OM38 VYW,15/03/2025 11:59,15/03/2025 13:02,15/03/2025 12:58,63,CONTACTLESS,AMEX,3.33,,,3.33,0.2,0.67,4.0,ADVAM,AMEX,ADVAM-20250312-75392119
riverside-retail,Riverside Retail Park,VP-20250315-37945917,XA87 CUL,15/03/2025 13:33,15/03/2025 15:43,15/03/2025 15:39,130,debit_card,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250317-00092778
riverside-retail,Riverside Retail Park,VP-20250315-58374569,KE09 PHY,15/03/2025 14:48,15/03/2025 17:30,15/03/2025 17:27,162,Contactless,VISA,5.0,VALID-CODE,PROD-VC-004,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250318-98802732
riverside-retail,Riverside Retail Park,VP-20250315-09020167,JN06 BUS,15/03/2025 17:03,15/03/2025 18:41,15/03/2025 18:36,98,DEBIT_CARD,AMEX,3.33,,,3.33,0.2,0.67,4.0,ADVAM,AMEX,ADVAM-20250309-84435709
riverside-retail,Riverside Retail Park,VP-20250315-05176100,TY81 VNT,15/03/2025 13:02,15/03/2025 15:33,15/03/2025 15:32,151,debit_card,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250319-78306373
riverside-retail,Riverside Retail Park,VP-20250315-63778610,HA58 FGT,15/03/2025 09:45,15/03/2025 09:35,15/03/2025 10:17,,APP,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250321-72992327
riverside-retail,Riverside Retail Park,VP-20250315-60293575,UF99 DGB,15/03/2025 16:35,15/03/2025 18:21,15/03/2025 18:19,106,CREDIT_CARD,MAESTRO,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250305-37464902
riverside-retail,Riverside Retail Park,VP-20250315-90216551,WF31 RNU,15/03/2025 12:20,15/03/2025 13:49,15/03/2025 13:45,89,APP,AMEX,3.33,,,3.33,0.2,0.67,4.0,ADVAM,AMEX,ADVAM-20250319-34567285
riverside-retail,Riverside Retail Park,VP-20250315-37200544,AL00 HJM,15/03/2025 13:22,15/03/2025 15:54,15/03/2025 15:50,152,CONTACTLESS,MAESTRO,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250312-21275401
riverside-retail,Riverside Retail Park,VP-20250315-80932994,YV20 OWX,15/03/2025 20:03,15/03/2025 22:44,15/03/2025 22:41,161,credit_card,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250327-56193904
riverside-retail,Riverside Retail Park,VP-20250315-93041125,VK19 LGH,15/03/2025 20:29,16/03/2025 02:08,16/03/2025 02:04,339,credit_card,VISA,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250309-65899608
riverside-retail,Riverside Retail Park,VP-20250315-26233475,CV57 MAX,15/03/2025 12:52,15/03/2025 13:21,15/03/2025 13:16,29,debit_card,MASTERCARD,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250323-99967181
riverside-retail,Riverside Retail Park,VP-20250315-36490916,LH87 MBU,15/03/2025 12:40,15/03/2025 13:23,15/03/2025 13:19,43,CONTACTLESS,AMEX,2.08,,,2.08,0.2,0.42,2.5,ADVAM,AMEX,ADVAM-20250318-31355973
riverside-retail,Riverside Retail Park,VP-20250315-50734706,GG17 AHN,15/03/2025 12:39,15/03/2025 13:43,15/03/2025 13:42,64,DEBIT_CARD,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250308-19189552
riverside-retail,Riverside Retail Park,VP-20250315-26032889,DH95 AJY,15/03/2025 08:56,15/03/2025 09:24,15/03/2025 09:21,28,contactless,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250304-07218906
riverside-retail,Riverside Retail Park,VP-20250315-05552714,,15/03/2025 15:36,15/03/2025 16:22,15/03/2025 16:17,46,DEBIT_CARD,MASTERCARD,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250331-84579621
riverside-retail,Riverside Retail Park,VP-20250315-37000004,VG62 NLK,15/03/2025 14:59,15/03/2025 15:20,15/03/2025 15:16,21,credit_card,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250320-56459165
riverside-retail,Riverside Retail Park,VP-20250315-72396345,FO67 NYV,15/03/2025 13:54,15/03/2025 15:19,15/03/2025 15:17,85,debit_card,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250309-14023882
riverside-retail,Riverside Retail Park,VP-20250315-14894600,BW55 TWK,15/03/2025 15:49,15/03/2025 17:34,15/03/2025 17:30,105,CREDIT_CARD,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250317-83633117
riverside-retail,Riverside Retail Park,VP-20250315-26921671,PN03 CHP,15/03/2025 09:19,15/03/2025 09:34,15/03/2025 09:30,15,Debit_Card,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250324-29540600
riverside-retail,Riverside Retail Park,VP-20250315-42904363,UA79 EWH,15/03/2025 16:51,15/03/2025 18:34,15/03/2025 18:33,103,contactless,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250307-94887722
riverside-retail,Riverside Retail Park,VP-20250315-93420723,JN91 NRF,15/03/2025 16:17,15/03/2025 17:16,15/03/2025 17:14,59,Credit_Card,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250305-37617234
riverside-retail,Riverside Retail Park,VP-20250315-91884989,GW01 AYL,15/03/2025 16:03,15/03/2025 16:54,15/03/2025 16:49,51,app,MASTERCARD,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250323-56603078
riverside-retail,Riverside Retail Park,VP-20250315-60737559,AO92 DLK,15/03/2025 12:31,15/03/2025 15:11,15/03/2025 15:08,160,contactless,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250315-66255772
riverside-retail,Riverside Retail Park,VP-20250315-60184374,UD30 CXT,15/03/2025 08:56,15/03/2025 11:34,15/03/2025 11:30,158,CREDIT_CARD,AMEX,5.0,,,5.0,0.2,1.0,6.0,ADVAM,AMEX,ADVAM-20250319-82450491
riverside-retail,Riverside Retail Park,VP-20250315-43710725,RW13 WDB,15/03/2025 14:57,15/03/2025 15:58,15/03/2025 15:54,61,CREDIT_CARD,MASTERCARD,3.33,PROMO-20,PROD-PR-003,2.66,0.2,0.53,3.19,ADVAM,Worldpay,ADVAM-20250325-15821071
riverside-retail,Riverside Retail Park,VP-20250315-09285861,RW62 VGK,15/03/2025 17:08,15/03/2025 17:46,15/03/2025 17:43,38,Credit_Card,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250301-27912197
riverside-retail,Riverside Retail Park,VP-20250315-14076517,MX44 XPU,15/03/2025 12:33,15/03/2025 14:04,15/03/2025 14:03,91,Credit_Card,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250306-36724904
riverside-retail,Riverside Retail Park,VP-20250315-66779304,HV04 USU,15/03/2025 11:44,15/03/2025 11:26,15/03/2025 13:40,,DEBIT_CARD,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250327-56165019
riverside-retail,Riverside Retail Park,VP-20250315-46879364,AX91 VNM,15/03/2025 19:42,15/03/2025 20:01,15/03/2025 19:57,19,CREDIT_CARD,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250306-10396296
riverside-retail,Riverside Retail Park,VP-20250315-33503073,AF26 LWT,15/03/2025 16:31,15/03/2025 18:20,15/03/2025 18:16,109,Contactless,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250316-92566000
riverside-retail,Riverside Retail Park,VP-20250315-63378508,AS31 VSG,15/03/2025 14:03,15/03/2025 15:24,15/03/2025 15:23,81,Contactless,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250311-81700341
riverside-retail,Riverside Retail Park,VP-20250315-96466607,GH86 PGN,15/03/2025 13:34,15/03/2025 17:42,15/03/2025 17:39,,App,VISA,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250310-21100917
riverside-retail,Riverside Retail Park,VP-20250315-02833857,SE16 TDP,15/03/2025 17:43,15/03/2025 19:34,15/03/2025 19:31,111,CASH,N/A,3.33,,,3.33,0.2,0.67,4.0,N/A,N/A,N/A
riverside-retail,Riverside Retail Park,VP-20250315-13871011,,15/03/2025 16:27,15/03/2025 18:06,15/03/2025 18:05,99,Credit_Card,AMEX,3.33,,,3.33,0.2,0.67,4.0,ADVAM,AMEX,ADVAM-20250303-73755472
riverside-retail,Riverside Retail Park,VP-20250315-78416110,DN99 OUR,15/03/2025 15:41,15/03/2025 16:14,15/03/2025 16:11,33,DEBIT_CARD,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250327-33383460
riverside-retail,Riverside Retail Park,VP-20250315-93404253,WM62 HDR,15/03/2025 09:34,15/03/2025 11:34,15/03/2025 11:29,120,CREDIT_CARD,MAESTRO,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250316-44440192
riverside-retail,Riverside Retail Park,VP-20250315-47758204,NJ49 YNU,15/03/2025 19:04,15/03/2025 23:47,15/03/2025 23:42,283,CREDIT_CARD,MASTERCARD,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250321-80722083
riverside-retail,Riverside Retail Park,VP-20250315-40726086,HD11 YPX,15/03/2025 13:55,15/03/2025 13:48,15/03/2025 14:58,,debit_card,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250301-71035006
riverside-retail,Riverside Retail Park,VP-20250315-91892887,MW31 DJG,15/03/2025 12:38,15/03/2025 18:18,15/03/2025 18:16,340,debit_card,MASTERCARD,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250314-33796807
riverside-retail,Riverside Retail Park,VP-20250315-42540278,KP95 WTD,15/03/2025 18:02,15/03/2025 19:39,15/03/2025 19:34,97,APP,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250327-78054334
riverside-retail,Riverside Retail Park,VP-20250315-65172280,TV90 HVB,15/03/2025 18:42,15/03/2025 19:39,15/03/2025 19:37,57,credit_card,MASTERCARD,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250302-90115677
riverside-retail,Riverside Retail Park,VP-20250315-68491966,YR45 WYO,15/03/2025 10:49,15/03/2025 12:54,15/03/2025 12:49,125,contactless,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250314-45587577
riverside-retail,Riverside Retail Park,VP-20250315-19735016,,15/03/2025 16:09,15/03/2025 17:50,15/03/2025 17:45,101,CONTACTLESS,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250320-82453666
riverside-retail,Riverside Retail Park,VP-20250315-85219983,LO71 GNP,15/03/2025 14:47,15/03/2025 16:36,15/03/2025 16:31,109,app,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250310-27257878
riverside-retail,Riverside Retail Park,VP-20250315-58881349,MG34 CNP,15/03/2025 18:59,15/03/2025 22:35,15/03/2025 22:33,216,CASH,N/A,5.0,,,5.0,0.2,1.0,6.0,N/A,N/A,N/A
riverside-retail,Riverside Retail Park,VP-20250315-28474135,AS95 OJG,15/03/2025 11:58,15/03/2025 12:58,15/03/2025 12:53,60,contactless,MASTERCARD,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250322-72782002
riverside-retail,Riverside Retail Park,VP-20250315-14807559,DG24 MDY,15/03/2025 13:01,15/03/2025 17:16,15/03/2025 17:12,255,credit_card,MASTERCARD,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250310-98668081
riverside-retail,Riverside Retail Park,VP-20250315-52702186,TP55 SUN,15/03/2025 12:59,15/03/2025 13:38,15/03/2025 13:34,39,DEBIT_CARD,AMEX,2.08,,,2.08,0.2,0.42,2.5,ADVAM,AMEX,ADVAM-20250311-91469025
riverside-retail,Riverside Retail Park,VP-20250315-33770497,AT08 FDO,15/03/2025 15:46,15/03/2025 16:40,15/03/2025 16:36,54,CREDIT_CARD,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250312-16369318
riverside-retail,Riverside Retail Park,VP-20250315-37547165,NN73 RFL,15/03/2025 15:28,15/03/2025 17:33,15/03/2025 17:32,125,debit_card,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250307-13447951
riverside-retail,Riverside Retail Park,VP-20250315-55352356,BK92 NHA,15/03/2025 10:55,15/03/2025 16:54,15/03/2025 16:52,359,Debit_Card,AMEX,7.08,,,7.08,0.2,1.42,8.5,ADVAM,AMEX,ADVAM-20250328-83374901
riverside-retail,Riverside Retail Park,VP-20250315-17065520,KT65 KLB,15/03/2025 14:13,15/03/2025 14:28,15/03/2025 14:24,15,debit_card,VISA,2.08,SEASON-Q1,PROD-SQ-002,0.0,0.2,0.0,0.0,ADVAM,Worldpay,ADVAM-20250303-97618296
riverside-retail,Riverside Retail Park,VP-20250315-99651621,VB12 SWM,15/03/2025 16:38,15/03/2025 18:54,15/03/2025 18:50,136,CREDIT_CARD,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250313-39827314
riverside-retail,Riverside Retail Park,VP-20250315-11295276,GX39 XAY,15/03/2025 16:16,15/03/2025 18:36,15/03/2025 18:34,140,app,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250313-22243471
riverside-retail,Riverside Retail Park,VP-20250315-51349403,CX39 ORN,15/03/2025 15:39,15/03/2025 17:50,15/03/2025 17:45,131,DEBIT_CARD,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250326-88967603
riverside-retail,Riverside Retail Park,VP-20250315-59588073,CT78 YOX,15/03/2025 17:55,15/03/2025 18:16,15/03/2025 18:13,21,App,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250320-31745466
riverside-retail,Riverside Retail Park,VP-20250315-26174716,PY99 JRV,15/03/2025 15:26,15/03/2025 16:47,15/03/2025 16:43,81,Contactless,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250328-77242606
riverside-retail,Riverside Retail Park,VP-20250315-01430151,FF31 UTV,15/03/2025 12:07,15/03/2025 14:22,15/03/2025 14:19,135,DEBIT_CARD,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250313-99584345
riverside-retail,Riverside Retail Park,VP-20250315-59144557,,15/03/2025 15:25,15/03/2025 17:24,15/03/2025 17:21,119,APP,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250305-02675594
riverside-retail,Riverside Retail Park,VP-20250315-28069463,VJ17 PVH,15/03/2025 11:02,15/03/2025 15:04,15/03/2025 15:01,242,Credit_Card,MASTERCARD,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250313-17067965
riverside-retail,Riverside Retail Park,VP-20250315-25235580,EP39 XFM,15/03/2025 17:07,15/03/2025 17:26,15/03/2025 17:24,19,Contactless,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250308-61470144
riverside-retail,Riverside Retail Park,VP-20250315-63279411,,15/03/2025 12:50,15/03/2025 14:18,15/03/2025 14:17,88,debit_card,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250315-76040318
riverside-retail,Riverside Retail Park,VP-20250315-13341831,AY04 DWG,15/03/2025 17:16,15/03/2025 19:54,15/03/2025 19:53,158,contactless,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250326-62524647
riverside-retail,Riverside Retail Park,VP-20250315-57199754,WK51 LWM,15/03/2025 13:41,15/03/2025 15:12,15/03/2025 15:10,91,CONTACTLESS,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250304-14103558
riverside-retail,Riverside Retail Park,VP-20250315-77310163,SW08 JNY,15/03/2025 15:34,15/03/2025 17:25,15/03/2025 17:23,111,Credit_Card,MAESTRO,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250324-52315296
riverside-retail,Riverside Retail Park,VP-20250315-08487640,KV38 TUU,15/03/2025 18:41,15/03/2025 23:18,15/03/2025 23:17,277,Contactless,AMEX,7.08,,,7.08,0.2,1.42,8.5,ADVAM,AMEX,ADVAM-20250322-61526450
riverside-retail,Riverside Retail Park,VP-20250315-96761526,XE74 COF,15/03/2025 16:00,15/03/2025 16:43,15/03/2025 16:38,43,debit_card,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250309-09349470
riverside-retail,Riverside Retail Park,VP-20250315-98643195,OS82 PPA,15/03/2025 12:01,15/03/2025 14:59,15/03/2025 14:57,178,DEBIT_CARD,MASTERCARD,5.0,PROMO-20,PROD-PR-003,4.0,0.2,0.8,4.8,ADVAM,Worldpay,ADVAM-20250305-48944224
riverside-retail,Riverside Retail Park,VP-20250315-45264302,MD83 UJL,15/03/2025 12:36,15/03/2025 13:28,15/03/2025 13:26,52,DEBIT_CARD,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250325-77409859
riverside-retail,Riverside Retail Park,VP-20250315-43333091,EC60 BON,15/03/2025 11:05,15/03/2025 13:45,15/03/2025 13:44,160,DEBIT_CARD,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250320-82751231
riverside-retail,Riverside Retail Park,VP-20250315-95447149,PX95 JYU,15/03/2025 13:08,15/03/2025 15:20,15/03/2025 15:18,132,Debit_Card,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250316-29643771
riverside-retail,Riverside Retail Park,VP-20250315-66319252,,15/03/2025 17:27,15/03/2025 19:37,15/03/2025 19:35,130,Credit_Card,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250324-50567097
riverside-retail,Riverside Retail Park,VP-20250315-11963405,WN59 TJW,15/03/2025 10:59,15/03/2025 12:00,15/03/2025 11:55,61,DEBIT_CARD,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250328-14653598
riverside-retail,Riverside Retail Park,VP-20250315-57271709,NA28 TXM,15/03/2025 10:19,15/03/2025 13:08,15/03/2025 13:04,169,CONTACTLESS,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250308-01290268
riverside-retail,Riverside Retail Park,VP-20250315-63693504,LF71 NSN,15/03/2025 17:22,15/03/2025 18:58,15/03/2025 18:54,96,CREDIT_CARD,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250311-55142865
riverside-retail,Riverside Retail Park,VP-20250315-20617138,VP58 TPD,15/03/2025 10:53,15/03/2025 15:14,15/03/2025 15:12,261,CONTACTLESS,VISA,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250320-45312176
riverside-retail,Riverside Retail Park,VP-20250315-88488600,MW17 OXG,15/03/2025 14:36,15/03/2025 14:58,15/03/2025 14:53,22,Credit_Card,AMEX,2.08,SEASON-Q1,PROD-SQ-002,0.0,0.2,0.0,0.0,ADVAM,AMEX,ADVAM-20250309-17191136
riverside-retail,Riverside Retail Park,VP-20250315-05375368,OP73 NJC,15/03/2025 12:39,15/03/2025 14:35,15/03/2025 14:33,116,CASH,N/A,3.33,,,3.33,0.2,0.67,4.0,N/A,N/A,N/A
riverside-retail,Riverside Retail Park,VP-20250315-25852180,,15/03/2025 16:21,15/03/2025 16:57,15/03/2025 16:56,36,contactless,MASTERCARD,2.08,VALID-CODE,PROD-VC-004,0.0,0.2,0.0,0.0,ADVAM,Worldpay,ADVAM-20250312-57214967
riverside-retail,Riverside Retail Park,VP-20250315-74181654,CY71 CBD,15/03/2025 18:04,15/03/2025 18:37,15/03/2025 18:32,33,contactless,AMEX,2.08,PROMO-20,PROD-PR-003,1.66,0.2,0.33,1.99,ADVAM,AMEX,ADVAM-20250314-61316388
riverside-retail,Riverside Retail Park,VP-20250315-09057405,WW50 PNC,15/03/2025 12:01,15/03/2025 14:06,15/03/2025 14:01,125,CONTACTLESS,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250325-40750377
riverside-retail,Riverside Retail Park,VP-20250315-17873848,GL83 YNA,15/03/2025 12:29,15/03/2025 14:26,15/03/2025 14:22,117,Debit_Card,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250319-36198810
riverside-retail,Riverside Retail Park,VP-20250315-10369267,DT83 NTC,15/03/2025 16:36,15/03/2025 16:54,15/03/2025 16:51,18,CREDIT_CARD,AMEX,2.08,,,2.08,0.2,0.42,2.5,ADVAM,AMEX,ADVAM-20250316-58638009
riverside-retail,Riverside Retail Park,VP-20250315-19053556,JC45 FTX,15/03/2025 16:47,15/03/2025 22:00,15/03/2025 21:56,313,CONTACTLESS,MASTERCARD,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250316-49072444
riverside-retail,Riverside Retail Park,VP-20250315-99201514,RW24 HLF,15/03/2025 10:26,15/03/2025 12:38,15/03/2025 12:33,132,credit_card,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250329-30394913
riverside-retail,Riverside Retail Park,VP-20250315-05982306,FN00 GOR,15/03/2025 13:54,15/03/2025 15:06,15/03/2025 15:05,72,CASH,N/A,3.33,PROMO-20,PROD-PR-003,2.66,0.2,0.53,3.19,N/A,N/A,N/A
riverside-retail,Riverside Retail Park,VP-20250315-90652373,BP19 OBV,15/03/2025 15:10,15/03/2025 17:15,15/03/2025 17:13,125,APP,AMEX,5.0,,,5.0,0.2,1.0,6.0,ADVAM,AMEX,ADVAM-20250309-88399213
riverside-retail,Riverside Retail Park,VP-20250315-08867527,,15/03/2025 10:44,15/03/2025 11:07,15/03/2025 11:06,23,credit_card,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250330-52874772
