id,site_uuid,site_name,entry_time,exit_time,duration_mins,vehicle_class,payment_method,card_scheme,charge,discount_code,product_id,psp,acquirer,psp_reference
EE-001150,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T15:34:26Z,2025-03-12T16:40:26Z,66,DISABLED_BADGE,DEBIT_CARD,MASTERCARD,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-89F2B756C94DB854
EE-001151,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T09:49:37Z,2025-03-12T10:04:37Z,15,CAR,CONTACTLESS,AMEX,£2.00,,,SIX,AMEX,SIX-95D2386F4ABFA43B
EE-001152,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T11:04:06Z,2025-03-12T11:39:06Z,35,CAR,DEBIT_CARD,VISA,£2.00,,,SIX,Worldpay,SIX-221879FB00B49678
EE-001153,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T14:20:46Z,2025-03-12T19:06:46Z,286,CAR,DEBIT_CARD,VISA,£7.00,,,SIX,Worldpay,SIX-D1724363478A3DBD
EE-001154,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T13:45:33Z,2025-03-12T14:06:33Z,21,DISABLED_BADGE,CONTACTLESS,MASTERCARD,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-38DDA25101060A8C
EE-001155,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T13:15:14Z,2025-03-12T17:22:14Z,247,CAR,CREDIT_CARD,VISA,£7.00,,,SIX,Worldpay,SIX-7BE8E18AA9C820D3
EE-001156,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T12:09:13Z,2025-03-12T15:04:13Z,175,VAN,CREDIT_CARD,VISA,£5.00,,,SIX,Worldpay,SIX-B2F3FB452A76A45C
EE-001157,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T16:27:57Z,2025-03-12T17:24:57Z,57,VAN,DEBIT_CARD,MASTERCARD,£2.00,,,SIX,Worldpay,SIX-2DB491D678B7D0F7
EE-001158,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T10:52:04Z,2025-03-12T11:34:04Z,42,CAR,DEBIT_CARD,MASTERCARD,£2.00,,,SIX,Worldpay,SIX-3AE946F69C52A706
EE-001159,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T12:10:07Z,2025-03-12T18:09:07Z,359,CAR,CREDIT_CARD,VISA,£7.00,,,SIX,Worldpay,SIX-E0D57B7DBD3D0265
EE-001160,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T11:05:30Z,2025-03-12T11:55:30Z,50,CAR,CREDIT_CARD,AMEX,£2.00,,,SIX,AMEX,SIX-1E1CA1A3E48CDE9E
EE-001161,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T11:08:24Z,2025-03-12T16:45:24Z,337,CAR,APP,MASTERCARD,£3.50,VALID-CODE,PROD-VC-004,SIX,Worldpay,SIX-6303C208EB443098
EE-001162,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T19:31:16Z,2025-03-12T20:17:16Z,46,CAR,DEBIT_CARD,MASTERCARD,£0.00,VALID-CODE,PROD-VC-004,SIX,Worldpay,SIX-54F1F6B55542B0D3
EE-001163,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T11:05:11Z,2025-03-12T15:18:11Z,253,CAR,DEBIT_CARD,MASTERCARD,£7.00,,,SIX,Worldpay,SIX-AB9F9E3C64198C22
EE-001164,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T13:40:38Z,2025-03-12T14:20:38Z,40,DISABLED_BADGE,DEBIT_CARD,MASTERCARD,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-D26130186070EA19
EE-001165,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T11:24:55Z,2025-03-12T12:46:55Z,82,CAR,CREDIT_CARD,MASTERCARD,£3.50,,,SIX,Worldpay,SIX-0E8086DC6AE84F87
EE-001166,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T18:57:31Z,2025-03-12T21:23:31Z,146,CAR,CASH,N/A,£5.00,,,N/A,N/A,N/A
EE-001167,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T13:48:00Z,2025-03-12T17:04:00Z,196,CAR,CONTACTLESS,VISA,£5.00,,,SIX,Worldpay,SIX-4BFAE0C74CE16B27
EE-001168,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T09:21:20Z,2025-03-12T10:19:20Z,58,CAR,CASH,N/A,£2.00,,,N/A,N/A,N/A
EE-001169,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T09:02:12Z,2025-03-12T11:49:12Z,167,CAR,APP,MASTERCARD,£5.00,,,SIX,Worldpay,SIX-F7FA0562180A39B7
EE-001170,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T12:47:37Z,2025-03-12T16:22:37Z,215,CAR,DEBIT_CARD,MASTERCARD,£5.00,,,SIX,Worldpay,SIX-01E570F96B5D692E
EE-001171,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T16:17:07Z,2025-03-12T17:23:07Z,66,DISABLED_BADGE,APP,AMEX,£0.00,BLUE-BADGE,PROD-BB-001,SIX,AMEX,SIX-3B2FC9E84802B661
EE-001172,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T11:26:19Z,2025-03-12T14:15:19Z,169,CAR,DEBIT_CARD,AMEX,£5.00,,,SIX,AMEX,SIX-ACC67914904D6E55
EE-001173,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T15:35:41Z,2025-03-12T16:18:41Z,43,VAN,DEBIT_CARD,MASTERCARD,£1.60,PROMO-20,PROD-PR-003,SIX,Worldpay,SIX-0166ABEA39E66911
EE-001174,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T10:41:34Z,2025-03-12T13:53:34Z,192,CAR,DEBIT_CARD,MASTERCARD,£5.00,,,SIX,Worldpay,SIX-FE1150DA427F4C35
EE-001175,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T14:00:08Z,2025-03-12T14:44:08Z,44,MOTORCYCLE,CASH,N/A,£2.00,,,N/A,N/A,N/A
EE-001176,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T18:49:49Z,2025-03-12T21:22:49Z,153,VAN,CASH,N/A,£5.00,,,N/A,N/A,N/A
EE-001177,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T10:13:30Z,2025-03-12T13:10:30Z,177,CAR,CREDIT_CARD,VISA,£5.00,,,SIX,Worldpay,SIX-54930D593B9FF67C
EE-001178,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T09:06:38Z,2025-03-12T10:45:38Z,99,CAR,APP,VISA,£3.50,,,SIX,Worldpay,SIX-4BAEF1AB70CCC3F2
EE-001179,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T19:54:25Z,2025-03-12T20:36:25Z,42,CAR,CONTACTLESS,MASTERCARD,£2.00,,,SIX,Worldpay,SIX-8EDC64A3D298779B
EE-001180,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T15:10:08Z,2025-03-12T17:04:08Z,114,MOTORCYCLE,DEBIT_CARD,MASTERCARD,£3.50,,,SIX,Worldpay,SIX-85420E53678230A2
EE-001181,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T18:00:37Z,2025-03-12T20:09:37Z,129,MOTORCYCLE,CREDIT_CARD,MASTERCARD,£5.00,,,SIX,Worldpay,SIX-EBF6148F48DA111D
EE-001182,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T16:54:59Z,2025-03-12T17:12:59Z,18,VAN,CREDIT_CARD,MASTERCARD,£2.00,,,SIX,Worldpay,SIX-2FE7B9E0068CA6D5
EE-001183,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T15:44:30Z,2025-03-12T18:01:30Z,137,CAR,APP,VISA,£5.00,,,SIX,Worldpay,SIX-A62E36F42F8F5613
EE-001184,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T13:08:40Z,2025-03-12T15:33:40Z,145,MOTORCYCLE,CONTACTLESS,VISA,£5.00,,,SIX,Worldpay,SIX-B0F044068244E73D
EE-001185,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T16:21:48Z,2025-03-12T20:15:48Z,234,CAR,CREDIT_CARD,VISA,£5.00,,,SIX,Worldpay,SIX-63D7365D2EF6B9C9
EE-001186,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T12:15:39Z,2025-03-12T17:46:39Z,331,VAN,APP,VISA,£0.00,SEASON-Q1,PROD-SQ-002,SIX,Worldpay,SIX-A54BCFED04B560A7
EE-001187,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T17:11:11Z,2025-03-12T20:36:11Z,205,DISABLED_BADGE,CREDIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-C3AEF2F84F8ECCED
EE-001188,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T10:22:12Z,,,CAR,DEBIT_CARD,VISA,£2.00,,,SIX,Worldpay,SIX-08258F28AC334790
EE-001189,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T16:00:54Z,2025-03-12T17:02:54Z,62,CAR,CREDIT_CARD,VISA,£0.00,VALID-CODE,PROD-VC-004,SIX,Worldpay,SIX-0FE054FB9B1450F3
EE-001190,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T10:18:34Z,2025-03-12T10:37:34Z,19,CAR,DEBIT_CARD,VISA,£2.00,,,SIX,Worldpay,SIX-DDAD3C3D0B365CDF
EE-001191,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T13:35:17Z,2025-03-12T17:16:17Z,221,CAR,DEBIT_CARD,MASTERCARD,£5.00,,,SIX,Worldpay,SIX-6677B6A1C02F3CA0
EE-001192,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T10:55:16Z,2025-03-12T12:04:16Z,69,CAR,CONTACTLESS,VISA,£3.50,,,SIX,Worldpay,SIX-A9754A0B11239D7E
EE-001193,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T19:17:14Z,2025-03-12T22:36:14Z,199,DISABLED_BADGE,CREDIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-2D82A47C60821442
EE-001194,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T16:48:28Z,2025-03-12T19:40:28Z,172,VAN,APP,VISA,£5.00,,,SIX,Worldpay,SIX-E26520AA39ED29C7
EE-001195,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T10:33:36Z,2025-03-12T11:04:36Z,31,CAR,DEBIT_CARD,VISA,£2.00,,,SIX,Worldpay,SIX-F12E54E1EF561B5F
EE-001196,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T11:50:41Z,2025-03-12T12:05:41Z,15,MOTORCYCLE,DEBIT_CARD,MAESTRO,£2.00,,,SIX,Worldpay,SIX-A768F10749366CB5
EE-001197,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T17:27:00Z,2025-03-12T19:48:00Z,141,CAR,CONTACTLESS,MASTERCARD,£5.00,,,SIX,Worldpay,SIX-E0246AFBB7F6EA20
EE-001198,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T15:38:06Z,2025-03-12T16:29:06Z,51,CAR,CONTACTLESS,VISA,£0.00,VALID-CODE,PROD-VC-004,SIX,Worldpay,SIX-39679E97BA81D4A7
EE-001199,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T09:13:27Z,2025-03-12T13:07:27Z,234,CAR,APP,MASTERCARD,£5.00,,,SIX,Worldpay,SIX-14C8197992F1E7F0
EE-001200,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T12:03:31Z,2025-03-12T17:24:31Z,321,CAR,CREDIT_CARD,MAESTRO,£3.50,VALID-CODE,PROD-VC-004,SIX,Worldpay,SIX-3DA91A2D513AE42E
EE-001201,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T11:29:30Z,2025-03-12T11:44:30Z,15,VAN,CREDIT_CARD,MASTERCARD,£2.00,,,SIX,Worldpay,SIX-59003FA3228BA7CA
EE-001202,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T13:05:57Z,2025-03-12T17:22:57Z,257,VAN,CONTACTLESS,VISA,£7.00,,,SIX,Worldpay,SIX-D093FF13C61EA0AB
EE-001203,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T10:16:52Z,2025-03-12T14:46:52Z,270,CAR,CONTACTLESS,MASTERCARD,£7.00,,,SIX,Worldpay,SIX-740CDE9A29C54B53
EE-001204,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-12T10:47:29Z,2025-03-12T11:41:29Z,54,CAR,CREDIT_CARD,MASTERCARD,£2.00,,,SIX,Worldpay,SIX-2E1553E1051F9525
EE-001205,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T14:00:33Z,2025-03-13T15:56:33Z,116,CAR,DEBIT_CARD,VISA,£3.50,,,SIX,Worldpay,SIX-6C1E290F5EB16D31
EE-001206,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T14:52:14Z,2025-03-13T19:54:14Z,302,CAR,APP,VISA,£7.00,,,SIX,Worldpay,SIX-5685884AA7239A04
EE-001207,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T12:58:51Z,2025-03-13T15:08:51Z,130,VAN,CONTACTLESS,MASTERCARD,£5.00,,,SIX,Worldpay,SIX-A96AE4438169284F
EE-001208,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T13:41:06Z,2025-03-13T15:29:06Z,108,CAR,CONTACTLESS,MASTERCARD,£3.50,,,SIX,Worldpay,SIX-AF13192256AEC9B5
EE-001209,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T12:44:31Z,2025-03-13T13:29:31Z,45,DISABLED_BADGE,CREDIT_CARD,AMEX,£0.00,BLUE-BADGE,PROD-BB-001,SIX,AMEX,SIX-0927314D7A1C2258
EE-001210,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T11:34:53Z,2025-03-13T12:13:53Z,39,MOTORCYCLE,CONTACTLESS,VISA,£2.00,,,SIX,Worldpay,SIX-86232EE5014828DA
EE-001211,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T18:35:27Z,2025-03-13T21:36:27Z,181,CAR,DEBIT_CARD,VISA,£5.00,,,SIX,Worldpay,SIX-38335508F5B60C1D
EE-001212,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T12:53:34Z,2025-03-13T13:29:34Z,36,DISABLED_BADGE,CREDIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-CAF63AD95662CE22
EE-001213,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T18:15:06Z,2025-03-13T18:42:06Z,-43,VAN,CREDIT_CARD,VISA,£2.00,,,SIX,Worldpay,SIX-5A6932D7ED2C897B
EE-001214,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T12:58:45Z,2025-03-13T14:29:45Z,91,CAR,DEBIT_CARD,MAESTRO,£3.50,,,SIX,Worldpay,SIX-D63A668C1E6D96AA
EE-001215,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T17:16:08Z,2025-03-13T19:50:08Z,154,CAR,CREDIT_CARD,VISA,£5.00,,,SIX,Worldpay,SIX-07DC2C0FB67A6A32
EE-001216,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T16:02:49Z,2025-03-13T20:21:49Z,259,CAR,CREDIT_CARD,MASTERCARD,£7.00,,,SIX,Worldpay,SIX-EEE2CC37BACA6B99
EE-001217,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T14:08:52Z,2025-03-13T15:34:52Z,86,CAR,APP,MASTERCARD,£3.50,,,SIX,Worldpay,SIX-35E1209145DE5CCA
EE-001218,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T16:42:37Z,2025-03-13T20:21:37Z,219,CAR,CONTACTLESS,VISA,£5.00,,,SIX,Worldpay,SIX-4D4518B150FF0B66
EE-001219,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T12:25:46Z,2025-03-13T17:10:46Z,285,CAR,DEBIT_CARD,VISA,£7.00,,,SIX,Worldpay,SIX-D0338BE786487B23
EE-001220,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T13:49:23Z,2025-03-13T15:09:23Z,80,MOTORCYCLE,CREDIT_CARD,MASTERCARD,£3.50,,,SIX,Worldpay,SIX-097A10F776BE0304
EE-001221,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T17:57:12Z,2025-03-13T18:36:12Z,39,CAR,CASH,N/A,£2.00,,,N/A,N/A,N/A
EE-001222,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T18:41:03Z,2025-03-13T18:57:03Z,16,VAN,DEBIT_CARD,VISA,£2.00,,,SIX,Worldpay,SIX-9CED77E5E1666F4D
EE-001223,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T15:39:33Z,2025-03-13T16:46:33Z,67,VAN,CONTACTLESS,VISA,£3.50,,,SIX,Worldpay,SIX-459A48BA37BDA1E6
EE-001224,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T16:31:08Z,2025-03-13T18:45:08Z,-52,CAR,CONTACTLESS,MAESTRO,£1.50,VALID-CODE,PROD-VC-004,SIX,Worldpay,SIX-23465B8658262E1A
EE-001225,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T12:22:57Z,2025-03-13T15:21:57Z,179,CAR,CASH,N/A,£5.00,,,N/A,N/A,N/A
EE-001226,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T10:53:50Z,2025-03-13T14:00:50Z,187,CAR,CREDIT_CARD,MASTERCARD,£5.00,,,SIX,Worldpay,SIX-4822A614F03A5831
EE-001227,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T09:00:34Z,2025-03-13T10:53:34Z,113,VAN,DEBIT_CARD,MASTERCARD,£2.80,PROMO-20,PROD-PR-003,SIX,Worldpay,SIX-5D576C39A77134AA
EE-001228,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T20:35:49Z,2025-03-13T21:24:49Z,49,CAR,CONTACTLESS,MASTERCARD,£2.00,,,SIX,Worldpay,SIX-A0032D5AE1A36922
EE-001229,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T13:41:54Z,2025-03-13T14:24:54Z,43,VAN,CREDIT_CARD,AMEX,£1.60,PROMO-20,PROD-PR-003,SIX,AMEX,SIX-CF419AA7742BD693
EE-001230,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T15:03:20Z,2025-03-13T15:37:20Z,34,MOTORCYCLE,APP,AMEX,£2.00,,,SIX,AMEX,SIX-C7BEBC8BB3F1EF5E
EE-001231,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T13:50:41Z,2025-03-13T18:28:41Z,278,MOTORCYCLE,DEBIT_CARD,VISA,£7.00,,,SIX,Worldpay,SIX-330F09CCA311341C
EE-001232,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T09:44:16Z,2025-03-13T10:01:16Z,17,DISABLED_BADGE,APP,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-7E810AA9EE243C3F
EE-001233,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T12:55:09Z,2025-03-13T15:05:09Z,130,DISABLED_BADGE,CREDIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-DF8D8784927D7B7C
EE-001234,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T15:12:52Z,2025-03-13T16:40:52Z,88,CAR,DEBIT_CARD,AMEX,£3.50,,,SIX,AMEX,SIX-0557A7F57BB8AC8A
EE-001235,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T10:02:10Z,2025-03-13T14:59:10Z,297,DISABLED_BADGE,CREDIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-AD731D63AC838B33
EE-001236,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T12:34:06Z,2025-03-13T14:08:06Z,94,MOTORCYCLE,DEBIT_CARD,AMEX,£3.50,,,SIX,AMEX,SIX-613FBB0C1F427281
EE-001237,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T16:32:02Z,2025-03-13T21:31:02Z,299,VAN,DEBIT_CARD,MASTERCARD,£7.00,,,SIX,Worldpay,SIX-FDC09EF60239FE8A
EE-001238,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T13:40:45Z,2025-03-13T15:50:45Z,130,CAR,CREDIT_CARD,VISA,£5.00,,,SIX,Worldpay,SIX-245607E053007F09
EE-001239,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T17:19:32Z,2025-03-13T22:55:32Z,336,CAR,CASH,N/A,£7.00,,,N/A,N/A,N/A
EE-001240,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T11:50:58Z,2025-03-13T13:06:58Z,76,CAR,CONTACTLESS,AMEX,£3.50,,,SIX,AMEX,SIX-D58C5649AFA4C800
EE-001241,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T13:02:04Z,2025-03-13T16:54:04Z,232,CAR,CONTACTLESS,VISA,£5.00,,,SIX,Worldpay,SIX-571D4FC6A1D9A7FE
EE-001242,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T14:17:28Z,2025-03-13T14:41:28Z,24,DISABLED_BADGE,DEBIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-A64140FCC73B2FFE
EE-001243,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T18:22:15Z,2025-03-13T20:12:15Z,110,MOTORCYCLE,CASH,N/A,£3.50,,,N/A,N/A,N/A
EE-001244,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T09:12:27Z,2025-03-13T10:27:27Z,75,CAR,CONTACTLESS,VISA,£3.50,,,SIX,Worldpay,SIX-0F77035C19992BF8
EE-001245,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T16:30:11Z,2025-03-13T22:13:11Z,343,DISABLED_BADGE,CREDIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-E50025D31B95C050
EE-001246,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T13:25:35Z,2025-03-13T15:28:35Z,123,MOTORCYCLE,DEBIT_CARD,MAESTRO,£5.00,,,SIX,Worldpay,SIX-F88AFB9F77308389
EE-001247,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T14:07:53Z,2025-03-13T14:32:53Z,25,CAR,DEBIT_CARD,AMEX,£2.00,,,SIX,AMEX,SIX-5A619C53C2AF6801
EE-001248,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T12:52:09Z,2025-03-13T18:09:09Z,317,CAR,APP,VISA,£7.00,,,SIX,Worldpay,SIX-05464F9FFE1DF065
EE-001249,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T11:43:30Z,2025-03-13T14:17:30Z,154,CAR,DEBIT_CARD,VISA,£5.00,,,SIX,Worldpay,SIX-AF8251841DB28C70
EE-001250,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T13:23:47Z,2025-03-13T15:28:47Z,125,DISABLED_BADGE,DEBIT_CARD,MASTERCARD,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-556E088C35014CFE
EE-001251,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T17:13:40Z,2025-03-13T18:35:40Z,82,CAR,DEBIT_CARD,VISA,£3.50,,,SIX,Worldpay,SIX-2757065178BF10E1
EE-001252,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T09:04:07Z,2025-03-13T09:30:07Z,26,MOTORCYCLE,CREDIT_CARD,MAESTRO,£2.00,,,SIX,Worldpay,SIX-35E9C9B2228970D3
EE-001253,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T11:20:02Z,2025-03-13T13:53:02Z,153,DISABLED_BADGE,DEBIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-930582D02D8CA950
EE-001254,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T17:43:11Z,2025-03-13T20:14:11Z,151,CAR,DEBIT_CARD,MAESTRO,£5.00,,,SIX,Worldpay,SIX-ABE4E6D09469A638
EE-001255,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-13T18:25:50Z,2025-03-13T21:52:50Z,207,CAR,DEBIT_CARD,VISA,£5.00,,,SIX,Worldpay,SIX-713A951074CAC558
