site_uuid,site_name,id,ticket_number,entry_time,exit_time,transaction_time,duration_mins,payment_method,card_scheme,full_price,discount_code,product_id,discounted_price,vat_pct,tax_amount,charged,psp,acquirer,psp_reference
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002301,TKT-SLS-002301,2025-03-23T19:41:58Z,2025-03-23T20:33:58Z,2025-03-23T20:28:58Z,52,DEBIT_CARD,VISA,£2.00,,,£2.00,20,£0.33,£2.00,SIX,Worldpay,SIX-31533BDDE61185AE
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002302,TKT-SLS-002302,2025-03-23T15:05:32Z,2025-03-23T16:19:32Z,2025-03-23T16:14:32Z,74,DEBIT_CARD,MASTERCARD,£3.50,,,£3.50,20,£0.58,£3.50,SIX,Worldpay,SIX-FBD944F57F132B42
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002303,TKT-SLS-002303,2025-03-23T20:14:56Z,2025-03-23T22:36:56Z,2025-03-23T22:35:56Z,-58,DEBIT_CARD,MASTERCARD,£5.00,,,£5.00,20,£0.83,£5.00,SIX,Worldpay,SIX-7639F29D3B0200EF
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002304,TKT-SLS-002304,2025-03-23T15:10:38Z,2025-03-23T16:12:38Z,2025-03-23T16:11:38Z,62,DEBIT_CARD,VISA,£3.50,,,£3.50,20,£0.58,£3.50,SIX,Worldpay,SIX-C2EA59C6DD6A5080
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002305,TKT-SLS-002305,2025-03-23T10:14:37Z,2025-03-23T12:29:37Z,2025-03-23T12:28:37Z,135,DEBIT_CARD,MASTERCARD,£5.00,,,£5.00,20,£0.83,£5.00,SIX,Worldpay,SIX-6FFA17B8C5EA3B04
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002306,TKT-SLS-002306,2025-03-23T17:50:57Z,2025-03-23T18:51:57Z,2025-03-23T18:50:57Z,61,CONTACTLESS,MASTERCARD,£3.50,,,£3.50,20,£0.58,£3.50,SIX,Worldpay,SIX-8D7D8D1CF9239BF6
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002307,TKT-SLS-002307,2025-03-23T19:50:36Z,2025-03-23T20:32:36Z,2025-03-23T20:28:36Z,42,CREDIT_CARD,VISA,£2.00,,,£2.00,20,£0.33,£2.00,SIX,Worldpay,SIX-FD29E58C6273B4E4
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002308,TKT-SLS-002308,2025-03-23T14:23:38Z,2025-03-23T15:59:38Z,2025-03-23T15:58:38Z,96,CASH,N/A,£3.50,VALID-CODE,PROD-VC-004,£0.00,20,£0.00,£0.00,N/A,N/A,N/A
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002309,TKT-SLS-002309,2025-03-23T11:23:25Z,2025-03-23T12:01:25Z,2025-03-23T11:59:25Z,38,CASH,N/A,£2.00,,,£2.00,20,£0.33,£2.00,N/A,N/A,N/A
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002310,TKT-SLS-002310,2025-03-23T18:40:28Z,2025-03-23T19:58:28Z,2025-03-23T19:56:28Z,78,APP,VISA,£3.50,,,£3.50,20,£0.58,£3.50,SIX,Worldpay,SIX-B8DE2FDEA229E985
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002311,TKT-SLS-002311,2025-03-23T12:29:07Z,2025-03-23T14:10:07Z,2025-03-23T14:06:07Z,101,CREDIT_CARD,VISA,£3.50,,,£3.50,20,£0.58,£3.50,SIX,Worldpay,SIX-BC513C87D348C48D
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002312,TKT-SLS-002312,2025-03-23T12:07:23Z,2025-03-23T13:52:23Z,2025-03-23T13:48:23Z,105,APP,VISA,£3.50,,,£3.50,20,£0.58,£3.50,SIX,Worldpay,SIX-9FF93D0715130EF9
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002313,TKT-SLS-002313,2025-03-23T15:16:59Z,2025-03-23T16:54:59Z,2025-03-23T16:50:59Z,98,CREDIT_CARD,VISA,£3.50,,,£3.50,20,£0.58,£3.50,SIX,Worldpay,SIX-2512E88082966032
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002314,TKT-SLS-002314,2025-03-23T14:42:07Z,2025-03-23T15:21:07Z,2025-03-23T15:20:07Z,39,CREDIT_CARD,VISA,£2.00,PROMO-20,PROD-PR-003,£1.60,20,£0.27,£1.60,SIX,Worldpay,SIX-18506D42C1A1BD87
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002315,TKT-SLS-002315,2025-03-23T09:48:03Z,2025-03-23T12:47:03Z,2025-03-23T12:42:03Z,179,CONTACTLESS,VISA,£5.00,,,£5.00,20,£0.83,£5.00,SIX,Worldpay,SIX-701B324D0C033893
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002316,TKT-SLS-002316,2025-03-23T10:12:48Z,2025-03-23T10:51:48Z,2025-03-23T10:50:48Z,39,DEBIT_CARD,MASTERCARD,£2.00,,,£2.00,20,£0.33,£2.00,SIX,Worldpay,SIX-D254577C3D2ED0F5
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002317,TKT-SLS-002317,2025-03-23T10:42:09Z,2025-03-23T12:44:09Z,2025-03-23T12:43:09Z,122,CONTACTLESS,VISA,£5.00,PROMO-20,PROD-PR-003,£4.00,20,£0.67,£4.00,SIX,Worldpay,SIX-DEC94DE46F1A4878
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002318,TKT-SLS-002318,2025-03-23T09:21:08Z,2025-03-23T11:10:08Z,2025-03-23T11:06:08Z,109,DEBIT_CARD,VISA,£3.50,,,£3.50,20,£0.58,£3.50,SIX,Worldpay,SIX-7F8342E086784918
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002319,TKT-SLS-002319,2025-03-23T19:41:27Z,2025-03-23T21:43:27Z,2025-03-23T21:41:27Z,122,CONTACTLESS,MASTERCARD,£5.00,,,£5.00,20,£0.83,£5.00,SIX,Worldpay,SIX-4C78C43DE0103D19
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002320,TKT-SLS-002320,2025-03-23T17:41:50Z,2025-03-23T18:37:50Z,2025-03-23T18:34:50Z,56,DEBIT_CARD,VISA,£2.00,,,£2.00,20,£0.33,£2.00,SIX,Worldpay,SIX-8DE3139D48935162
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002321,TKT-SLS-002321,2025-03-23T13:03:01Z,2025-03-23T15:02:01Z,2025-03-23T14:58:01Z,119,DEBIT_CARD,MASTERCARD,£3.50,,,£3.50,20,£0.58,£3.50,SIX,Worldpay,SIX-B020804D55EBAA02
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002322,TKT-SLS-002322,2025-03-23T10:27:48Z,2025-03-23T12:53:48Z,2025-03-23T12:50:48Z,146,CREDIT_CARD,VISA,£5.00,,,£5.00,20,£0.83,£5.00,SIX,Worldpay,SIX-02C282D9F8483A0A
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002323,TKT-SLS-002323,2025-03-23T12:25:23Z,2025-03-23T12:46:23Z,2025-03-23T12:45:23Z,21,DEBIT_CARD,VISA,£2.00,,,£2.00,20,£0.33,£2.00,SIX,Worldpay,SIX-38518A7745F4DC38
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002324,TKT-SLS-002324,2025-03-23T12:18:26Z,2025-03-23T12:54:26Z,2025-03-23T12:49:26Z,36,CREDIT_CARD,AMEX,£2.00,,,£2.00,20,£0.33,£2.00,SIX,AMEX,SIX-8E284622EE72C481
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002325,TKT-SLS-002325,2025-03-23T12:35:02Z,2025-03-23T13:05:02Z,2025-03-23T13:02:02Z,30,CONTACTLESS,VISA,£2.00,,,£2.00,20,£0.33,£2.00,SIX,Worldpay,SIX-40030F431161A490
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002326,TKT-SLS-002326,2025-03-23T09:08:12Z,2025-03-23T10:53:12Z,2025-03-23T10:48:12Z,105,CREDIT_CARD,VISA,£3.50,,,£3.50,20,£0.58,£3.50,SIX,Worldpay,SIX-15ADA950FF7A7550
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002327,TKT-SLS-002327,2025-03-23T13:23:43Z,2025-03-23T15:20:43Z,2025-03-23T15:18:43Z,117,APP,MASTERCARD,£3.50,,,£3.50,20,£0.58,£3.50,SIX,Worldpay,SIX-B1C17298F5613E93
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002328,TKT-SLS-002328,2025-03-23T11:11:17Z,2025-03-23T12:11:17Z,2025-03-23T12:10:17Z,60,CONTACTLESS,VISA,£2.00,SEASON-Q1,PROD-SQ-002,£0.00,20,£0.00,£0.00,SIX,Worldpay,SIX-9370BEE9B4CEAC34
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002329,TKT-SLS-002329,2025-03-23T11:54:42Z,2025-03-23T16:31:42Z,2025-03-23T16:27:42Z,277,CONTACTLESS,VISA,£7.00,VALID-CODE,PROD-VC-004,£3.50,20,£0.58,£3.50,SIX,Worldpay,SIX-70E54B05BF1D2500
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002330,TKT-SLS-002330,2025-03-23T15:42:45Z,2025-03-23T16:40:45Z,2025-03-23T16:39:45Z,58,CREDIT_CARD,VISA,£2.00,,,£2.00,20,£0.33,£2.00,SIX,Worldpay,SIX-8314BE83584AAE7F
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002331,TKT-SLS-002331,2025-03-23T17:02:56Z,2025-03-23T22:42:56Z,2025-03-23T22:40:56Z,340,CONTACTLESS,MAESTRO,£7.00,,,£7.00,20,£1.17,£7.00,SIX,Worldpay,SIX-4F31F47E0BCCD3C8
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002332,TKT-SLS-002332,2025-03-23T09:56:13Z,2025-03-23T12:32:13Z,2025-03-23T12:27:13Z,156,APP,VISA,£5.00,PROMO-20,PROD-PR-003,£4.00,20,£0.67,£4.00,SIX,Worldpay,SIX-1C38DDBBBFE8FEDF
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002333,TKT-SLS-002333,2025-03-23T11:46:51Z,2025-03-23T12:05:51Z,2025-03-23T12:01:51Z,19,DEBIT_CARD,MASTERCARD,£2.00,,,£2.00,20,£0.33,£2.00,SIX,Worldpay,SIX-6EF8BEC0B639263D
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002334,TKT-SLS-002334,2025-03-23T13:53:20Z,2025-03-23T16:43:20Z,2025-03-23T16:38:20Z,170,DEBIT_CARD,VISA,£5.00,,,£5.00,20,£0.83,£5.00,SIX,Worldpay,SIX-D8BA8B98D34EB3DC
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002335,TKT-SLS-002335,2025-03-23T12:37:02Z,2025-03-23T14:28:02Z,2025-03-23T14:23:02Z,111,CONTACTLESS,VISA,£3.50,,,£3.50,20,£0.58,£3.50,SIX,Worldpay,SIX-431C887F57A0534B
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002336,TKT-SLS-002336,2025-03-23T13:38:13Z,2025-03-23T17:29:13Z,2025-03-23T17:25:13Z,231,APP,VISA,£5.00,,,£5.00,20,£0.83,£5.00,SIX,Worldpay,SIX-B1B647CBE48FFC07
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002337,TKT-SLS-002337,2025-03-23T12:21:20Z,2025-03-23T13:16:20Z,2025-03-23T13:13:20Z,55,DEBIT_CARD,VISA,£2.00,,,£2.00,20,£0.33,£2.00,SIX,Worldpay,SIX-4430AE9B07952051
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002338,TKT-SLS-002338,2025-03-23T16:17:17Z,2025-03-23T17:37:17Z,2025-03-23T17:35:17Z,80,CASH,N/A,£3.50,,,£3.50,20,£0.58,£3.50,N/A,N/A,N/A
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002339,TKT-SLS-002339,2025-03-23T18:12:56Z,2025-03-23T19:56:56Z,2025-03-23T19:52:56Z,104,DEBIT_CARD,MASTERCARD,£3.50,,,£3.50,20,£0.58,£3.50,SIX,Worldpay,SIX-CA0D2D0DD3201698
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002340,TKT-SLS-002340,2025-03-23T14:02:05Z,2025-03-23T18:08:05Z,2025-03-23T18:03:05Z,246,DEBIT_CARD,VISA,£7.00,,,£7.00,20,£1.17,£7.00,SIX,Worldpay,SIX-4BBAC9E99C83006C
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002341,TKT-SLS-002341,2025-03-23T11:28:22Z,2025-03-23T14:44:22Z,2025-03-23T14:41:22Z,196,APP,MASTERCARD,£5.00,,,£5.00,20,£0.83,£5.00,SIX,Worldpay,SIX-97E42F7715F28326
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002342,TKT-SLS-002342,2025-03-23T16:46:37Z,2025-03-23T17:02:37Z,2025-03-23T17:01:37Z,16,CASH,N/A,£2.00,,,£2.00,20,£0.33,£2.00,N/A,N/A,N/A
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002343,TKT-SLS-002343,2025-03-23T16:29:06Z,2025-03-23T21:44:06Z,2025-03-23T21:43:06Z,315,CONTACTLESS,MASTERCARD,£7.00,,,£7.00,20,£1.17,£7.00,SIX,Worldpay,SIX-D9CD0A53E7FD28E3
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002344,TKT-SLS-002344,2025-03-23T18:39:14Z,2025-03-23T19:57:14Z,2025-03-23T19:54:14Z,78,DEBIT_CARD,MASTERCARD,£3.50,,,£3.50,20,£0.58,£3.50,SIX,Worldpay,SIX-FF2E697AF3C7BE5F
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002345,TKT-SLS-002345,2025-03-23T12:22:35Z,2025-03-23T16:02:35Z,2025-03-23T15:59:35Z,220,CONTACTLESS,AMEX,£5.00,,,£5.00,20,£0.83,£5.00,SIX,AMEX,SIX-0717E37FEFE0D59E
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002346,TKT-SLS-002346,2025-03-23T15:42:19Z,2025-03-23T16:44:19Z,2025-03-23T16:41:19Z,62,CONTACTLESS,VISA,£3.50,,,£3.50,20,£0.58,£3.50,SIX,Worldpay,SIX-ABD215F434B54D59
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002347,TKT-SLS-002347,2025-03-23T11:20:50Z,2025-03-23T15:13:50Z,2025-03-23T15:11:50Z,233,DEBIT_CARD,MASTERCARD,£5.00,,,£5.00,20,£0.83,£5.00,SIX,Worldpay,SIX-9DFB8A92066CAF9E
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002348,TKT-SLS-002348,2025-03-23T15:40:46Z,2025-03-23T16:36:46Z,2025-03-23T16:34:46Z,56,CONTACTLESS,VISA,£2.00,,,£2.00,20,£0.33,£2.00,SIX,Worldpay,SIX-D2221A149BF49B0E
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002349,TKT-SLS-002349,2025-03-23T15:35:14Z,2025-03-23T17:46:14Z,2025-03-23T17:42:14Z,131,DEBIT_CARD,MASTERCARD,£5.00,,,£5.00,20,£0.83,£5.00,SIX,Worldpay,SIX-10C0F87BF20F484F
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002350,TKT-SLS-002350,2025-03-23T14:04:57Z,2025-03-23T16:17:57Z,2025-03-23T16:12:57Z,133,DEBIT_CARD,MASTERCARD,£5.00,,,£5.00,20,£0.83,£5.00,SIX,Worldpay,SIX-2C1833D4AE434873
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002351,TKT-SLS-002351,2025-03-23T12:48:26Z,2025-03-23T15:00:26Z,2025-03-23T14:55:26Z,132,DEBIT_CARD,VISA,£5.00,,,£5.00,20,£0.83,£5.00,SIX,Worldpay,SIX-4F0377430A3B7BBB
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002352,TKT-SLS-002352,2025-03-23T11:28:04Z,2025-03-23T13:16:04Z,2025-03-23T13:11:04Z,108,DEBIT_CARD,MASTERCARD,£3.50,,,£3.50,20,£0.58,£3.50,SIX,Worldpay,SIX-6C9AFF7193826DCA
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002353,TKT-SLS-002353,2025-03-23T12:07:07Z,2025-03-23T17:07:07Z,2025-03-23T17:05:07Z,300,CREDIT_CARD,VISA,£7.00,PROMO-20,PROD-PR-003,£5.60,20,£0.93,£5.60,SIX,Worldpay,SIX-92C9C97AB5837B68
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002354,TKT-SLS-002354,2025-03-23T14:14:55Z,2025-03-23T14:59:55Z,2025-03-23T14:57:55Z,45,CONTACTLESS,VISA,£2.00,,,£2.00,20,£0.33,£2.00,SIX,Worldpay,SIX-6A55624AE251563B
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002355,TKT-SLS-002355,2025-03-23T11:54:03Z,2025-03-23T12:21:03Z,2025-03-23T12:17:03Z,27,DEBIT_CARD,VISA,£2.00,,,£2.00,20,£0.33,£2.00,SIX,Worldpay,SIX-A2B001DB2E63DA87
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002356,TKT-SLS-002356,2025-03-23T12:18:42Z,2025-03-23T13:02:42Z,2025-03-23T13:00:42Z,44,DEBIT_CARD,VISA,£2.00,SEASON-Q1,PROD-SQ-002,£0.00,20,£0.00,£0.00,SIX,Worldpay,SIX-E27678ADDB4FEE4A
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002357,TKT-SLS-002357,2025-03-23T11:11:37Z,2025-03-23T13:34:37Z,2025-03-23T13:32:37Z,143,CONTACTLESS,VISA,£5.00,,,£5.00,20,£0.83,£5.00,SIX,Worldpay,SIX-D88308D4AEB2108A
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002358,TKT-SLS-002358,2025-03-23T20:05:42Z,2025-03-23T23:53:42Z,2025-03-23T23:52:42Z,228,CASH,N/A,£5.00,VALID-CODE,PROD-VC-004,£1.50,20,£0.25,£1.50,N/A,N/A,N/A
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002359,TKT-SLS-002359,2025-03-23T14:15:42Z,2025-03-23T17:05:42Z,2025-03-23T17:02:42Z,170,CONTACTLESS,MASTERCARD,£5.00,,,£5.00,20,£0.83,£5.00,SIX,Worldpay,SIX-0B3E4CECF4586627
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002360,TKT-SLS-002360,2025-03-23T13:35:45Z,2025-03-23T14:06:45Z,2025-03-23T14:05:45Z,31,APP,VISA,£2.00,,,£2.00,20,£0.33,£2.00,SIX,Worldpay,SIX-40F96682380E1650
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002361,TKT-SLS-002361,2025-03-23T13:05:02Z,2025-03-23T13:43:02Z,2025-03-23T13:39:02Z,38,CREDIT_CARD,VISA,£2.00,,,£2.00,20,£0.33,£2.00,SIX,Worldpay,SIX-872DB0628F9B29AE
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002362,TKT-SLS-002362,2025-03-23T11:09:34Z,2025-03-23T11:37:34Z,2025-03-23T11:36:34Z,28,CONTACTLESS,VISA,£2.00,,,£2.00,20,£0.33,£2.00,SIX,Worldpay,SIX-1C27903632B1FBB7
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002363,TKT-SLS-002363,2025-03-23T09:30:02Z,2025-03-23T11:02:02Z,2025-03-23T10:57:02Z,92,CONTACTLESS,VISA,£3.50,,,£3.50,20,£0.58,£3.50,SIX,Worldpay,SIX-9EC00DE46C96FE9A
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002364,TKT-SLS-002364,2025-03-23T12:19:04Z,2025-03-23T16:45:04Z,2025-03-23T16:44:04Z,266,APP,VISA,£7.00,,,£7.00,20,£1.17,£7.00,SIX,Worldpay,SIX-69D2843F31B35295
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002365,TKT-SLS-002365,2025-03-23T09:42:19Z,,2025-03-23T10:58:19Z,,APP,VISA,£3.50,,,£3.50,20,£0.58,£3.50,SIX,Worldpay,SIX-2E57E037999D88C8
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002366,TKT-SLS-002366,2025-03-23T12:10:55Z,2025-03-23T14:19:55Z,2025-03-23T14:16:55Z,129,CONTACTLESS,VISA,£5.00,PROMO-20,PROD-PR-003,£4.00,20,£0.67,£4.00,SIX,Worldpay,SIX-6831CF913448B441
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002367,TKT-SLS-002367,2025-03-23T15:20:18Z,2025-03-23T17:39:18Z,2025-03-23T17:35:18Z,139,CREDIT_CARD,VISA,£5.00,,,£5.00,20,£0.83,£5.00,SIX,Worldpay,SIX-8D0E7604B2F6C948
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002368,TKT-SLS-002368,2025-03-23T12:31:21Z,2025-03-23T18:17:21Z,2025-03-23T18:14:21Z,346,DEBIT_CARD,MASTERCARD,£7.00,,,£7.00,20,£1.17,£7.00,SIX,Worldpay,SIX-B75DB149ECA0B796
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002369,TKT-SLS-002369,2025-03-23T11:44:31Z,2025-03-23T12:27:31Z,2025-03-23T12:22:31Z,43,DEBIT_CARD,VISA,£2.00,,,£2.00,20,£0.33,£2.00,SIX,Worldpay,SIX-792E38FDE702692B
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002370,TKT-SLS-002370,2025-03-23T19:22:43Z,2025-03-23T21:26:43Z,2025-03-23T21:21:43Z,124,CREDIT_CARD,MASTERCARD,£5.00,,,£5.00,20,£0.83,£5.00,SIX,Worldpay,SIX-49984DBAB031DD74
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002371,TKT-SLS-002371,2025-03-23T18:43:28Z,2025-03-23T19:32:28Z,2025-03-23T19:29:28Z,49,CREDIT_CARD,VISA,£2.00,,,£2.00,20,£0.33,£2.00,SIX,Worldpay,SIX-3C5FC1F05D318EA1
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002372,TKT-SLS-002372,2025-03-23T10:41:41Z,2025-03-23T12:48:41Z,2025-03-23T12:46:41Z,127,DEBIT_CARD,VISA,£5.00,,,£5.00,20,£0.83,£5.00,SIX,Worldpay,SIX-F1539E8D682FDF28
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002373,TKT-SLS-002373,2025-03-23T15:49:21Z,2025-03-23T18:05:21Z,2025-03-23T18:00:21Z,136,CONTACTLESS,MASTERCARD,£5.00,,,£5.00,20,£0.83,£5.00,SIX,Worldpay,SIX-5663E78A6CB38474
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002374,TKT-SLS-002374,2025-03-23T10:34:14Z,2025-03-23T14:00:14Z,2025-03-23T13:57:14Z,206,DEBIT_CARD,MASTERCARD,£5.00,,,£5.00,20,£0.83,£5.00,SIX,Worldpay,SIX-939A976AE01BCDDD
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002375,TKT-SLS-002375,2025-03-24T12:12:13Z,2025-03-24T13:36:13Z,2025-03-24T13:35:13Z,84,CREDIT_CARD,MASTERCARD,£3.50,,,£3.50,20,£0.58,£3.50,SIX,Worldpay,SIX-C8376F7967A1800C
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002376,TKT-SLS-002376,2025-03-24T11:19:48Z,2025-03-24T12:12:48Z,2025-03-24T12:10:48Z,53,CREDIT_CARD,VISA,£2.00,,,£2.00,20,£0.33,£2.00,SIX,Worldpay,SIX-288060303469EA69
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002377,TKT-SLS-002377,2025-03-24T16:31:55Z,2025-03-24T18:46:55Z,2025-03-24T18:41:55Z,135,CONTACTLESS,VISA,£5.00,,,£5.00,20,£0.83,£5.00,SIX,Worldpay,SIX-94966345999E5766
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002378,TKT-SLS-002378,2025-03-24T18:06:29Z,2025-03-24T20:16:29Z,2025-03-24T20:15:29Z,130,CREDIT_CARD,MASTERCARD,£5.00,,,£5.00,20,£0.83,£5.00,SIX,Worldpay,SIX-A42AB1247421081D
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002379,TKT-SLS-002379,2025-03-24T15:18:33Z,2025-03-24T19:05:33Z,2025-03-24T19:01:33Z,227,CONTACTLESS,MAESTRO,£5.00,,,£5.00,20,£0.83,£5.00,SIX,Worldpay,SIX-6E6DEE369B275124
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002380,TKT-SLS-002380,2025-03-24T17:56:23Z,2025-03-24T22:08:23Z,2025-03-24T22:04:23Z,252,DEBIT_CARD,AMEX,£7.00,,,£7.00,20,£1.17,£7.00,SIX,AMEX,SIX-1DD49CE91C101958
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002381,TKT-SLS-002381,2025-03-24T16:14:46Z,2025-03-24T20:35:46Z,2025-03-24T20:34:46Z,261,DEBIT_CARD,MAESTRO,£7.00,,,£7.00,20,£1.17,£7.00,SIX,Worldpay,SIX-A82403D4C28FDCBB
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002382,TKT-SLS-002382,2025-03-24T17:16:44Z,2025-03-24T18:09:44Z,2025-03-24T18:08:44Z,53,APP,VISA,£2.00,,,£2.00,20,£0.33,£2.00,SIX,Worldpay,SIX-03FEC2A36EC4194F
3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,EE-002383,TKT-SLS-002383,2025-03-24T15:49:03Z,2025-03-24T16:35:03Z,2025-03-24T16:30:03Z,46,CONTACTLESS,VISA,£2.00,,,£2.00,20,£0.33,£2.00,SIX,Worldpay,SIX-8284C4A2D68420C2
